Timestamp,Station,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,Wind_Direction,PBLH
2022-01-02 08:00:00,Delhi_ITO,179.12,280.71,88.01,22.75,3.3,3.0,6.5,64.1,1.81,275.7,120.0
2022-01-02 09:00:00,Delhi_ITO,152.92,244.37,61.7,23.97,2.9,4.89,8.9,64.5,2.15,273.7,120.0
2022-01-02 10:00:00,Delhi_ITO,140.95,189.63,66.07,26.55,2.68,6.05,9.9,69.0,1.83,229.2,120.0
2022-01-02 11:00:00,Delhi_ITO,85.48,143.02,45.33,17.38,1.83,12.87,10.4,65.4,3.68,271.5,120.0
2022-01-02 12:00:00,Delhi_ITO,125.46,248.47,53.12,22.05,2.4,6.99,10.5,64.7,2.06,328.4,120.0
2022-01-02 13:00:00,Delhi_ITO,95.8,147.46,46.48,18.28,1.75,11.53,11.8,54.8,2.79,313.8,157.2
2022-01-02 14:00:00,Delhi_ITO,71.52,145.02,37.34,14.59,1.31,29.93,13.4,53.9,1.81,322.4,312.5
2022-01-02 15:00:00,Delhi_ITO,,78.62,35.18,11.8,1.2,31.89,14.4,50.4,1.85,241.9,467.7
2022-01-02 16:00:00,Delhi_ITO,40.95,75.24,33.34,18.11,0.88,35.57,17.2,47.6,2.65,241.2,612.5
2022-01-02 17:00:00,Delhi_ITO,30.11,35.11,22.19,11.78,0.2,29.67,20.2,45.8,3.22,335.3,736.7
2022-01-02 18:00:00,Delhi_ITO,,82.69,35.22,14.89,1.18,48.27,16.8,37.9,1.92,323.1,832.1
2022-01-02 19:00:00,Delhi_ITO,20.57,25.57,17.31,15.1,0.46,45.87,16.1,38.2,2.17,279.7,892.0
2022-01-02 20:00:00,Delhi_ITO,32.84,43.47,17.27,20.21,0.68,46.64,18.2,36.2,2.51,324.1,912.5
2022-01-02 21:00:00,Delhi_ITO,38.26,68.82,20.55,13.85,0.66,57.19,22.0,38.4,3.01,241.9,892.0
2022-01-02 22:00:00,Delhi_ITO,37.22,71.53,24.61,22.14,0.63,55.86,16.4,42.1,2.53,240.2,832.1
2022-01-02 23:00:00,Delhi_ITO,57.7,95.64,29.97,11.25,1.26,40.39,19.3,37.4,1.82,225.3,736.7
2022-01-03 00:00:00,Delhi_ITO,50.94,85.75,37.2,22.07,0.75,22.08,18.3,48.4,2.36,304.5,610.6
2022-01-03 01:00:00,Delhi_ITO,64.11,100.85,38.23,19.68,1.71,26.74,13.7,45.3,3.46,298.7,465.9
2022-01-03 02:00:00,Delhi_ITO,77.46,118.93,46.72,14.83,1.66,20.83,14.1,51.7,3.35,269.1,310.6
2022-01-03 03:00:00,Delhi_ITO,129.18,238.04,59.63,21.6,2.65,16.21,14.4,60.2,2.44,258.8,155.3
2022-01-03 04:00:00,Delhi_ITO,112.75,164.17,63.39,24.05,2.34,16.02,10.2,61.1,6.09,26.6,120.0
2022-01-03 05:00:00,Delhi_ITO,162.04,246.21,74.48,24.04,3.32,9.08,9.4,64.2,1.82,279.6,120.0
2022-01-03 06:00:00,Delhi_ITO,,236.68,81.55,26.3,2.98,7.39,8.1,62.0,2.25,345.5,120.0
2022-01-03 07:00:00,Delhi_ITO,154.23,267.32,71.77,19.16,2.89,6.88,6.9,63.9,2.93,284.1,120.0
2022-01-03 08:00:00,Delhi_ITO,168.88,266.76,76.04,26.23,3.44,4.48,7.3,70.4,1.85,270.0,120.0
2022-01-03 09:00:00,Delhi_ITO,109.44,168.02,53.05,19.32,2.17,9.31,6.6,65.3,4.61,346.7,120.0
2022-01-03 10:00:00,Delhi_ITO,149.12,287.65,63.68,20.37,2.4,13.77,9.0,64.1,2.08,321.6,120.0
2022-01-03 11:00:00,Delhi_ITO,125.03,174.56,67.03,20.82,2.45,4.99,8.6,66.1,2.08,289.0,120.0
2022-01-03 12:00:00,Delhi_ITO,115.49,170.99,62.06,19.68,1.91,12.43,11.1,56.9,1.92,335.3,120.0
2022-01-03 13:00:00,Delhi_ITO,98.56,166.95,52.08,19.06,1.59,13.69,9.6,57.3,2.0,30.8,155.3
2022-01-03 14:00:00,Delhi_ITO,62.34,78.93,32.19,18.88,1.29,24.76,13.8,52.7,2.42,260.7,310.6
2022-01-03 15:00:00,Delhi_ITO,44.24,76.36,18.36,13.25,1.06,30.67,15.8,48.7,2.18,308.9,465.9
2022-01-03 16:00:00,Delhi_ITO,41.05,77.57,28.54,12.95,0.69,33.26,12.8,43.5,1.9,273.6,610.6
2022-01-03 17:00:00,Delhi_ITO,41.11,80.61,18.83,13.49,0.72,30.96,17.4,40.2,3.06,252.6,734.9
2022-01-03 18:00:00,Delhi_ITO,35.37,40.37,17.45,13.07,0.93,37.33,19.4,36.4,1.78,251.5,830.2
2022-01-03 19:00:00,Delhi_ITO,18.27,23.27,15.64,17.32,0.59,42.97,16.3,39.5,3.17,353.7,890.2
2022-01-03 20:00:00,Delhi_ITO,35.78,53.55,26.2,16.41,0.58,40.69,20.8,35.6,1.99,217.0,910.6
2022-01-03 21:00:00,Delhi_ITO,20.23,33.1,21.16,13.47,0.54,38.02,18.7,41.0,2.28,310.3,890.2
2022-01-03 22:00:00,Delhi_ITO,57.12,90.7,36.1,12.21,1.29,39.25,16.5,38.9,2.12,257.0,830.2
2022-01-03 23:00:00,Delhi_ITO,39.95,58.71,20.26,17.53,0.66,50.64,16.7,38.8,2.41,0.9,734.9
2022-01-04 00:00:00,Delhi_ITO,56.2,78.81,33.89,16.35,1.07,33.26,16.6,43.9,3.0,279.1,608.9
2022-01-04 01:00:00,Delhi_ITO,53.9,70.68,37.64,12.02,1.29,22.73,14.6,47.0,5.36,275.4,464.2
2022-01-04 02:00:00,Delhi_ITO,96.54,141.53,43.79,18.21,1.78,28.45,14.0,55.2,2.02,352.8,308.9
2022-01-04 03:00:00,Delhi_ITO,145.81,252.03,69.95,24.96,3.0,8.03,10.5,54.9,2.37,325.1,153.6
2022-01-04 04:00:00,Delhi_ITO,175.84,299.95,81.79,32.15,2.88,13.73,11.0,58.8,2.23,312.2,120.0
2022-01-04 05:00:00,Delhi_ITO,98.28,169.52,49.18,20.77,1.93,4.53,7.6,67.0,7.2,322.2,120.0
2022-01-04 06:00:00,Delhi_ITO,153.44,265.22,76.15,25.19,2.86,12.48,8.7,66.7,3.05,246.7,120.0
2022-01-04 07:00:00,Delhi_ITO,159.05,255.57,80.12,23.2,3.07,9.03,7.0,71.6,2.13,319.7,120.0
2022-01-04 08:00:00,Delhi_ITO,169.74,219.57,78.05,26.95,3.11,3.29,7.1,70.9,2.25,282.0,120.0
2022-01-04 09:00:00,Delhi_ITO,169.53,246.54,86.13,27.97,2.84,6.76,10.2,64.0,1.95,304.4,120.0
2022-01-04 10:00:00,Delhi_ITO,137.99,231.34,70.46,21.81,2.32,3.0,10.5,68.1,2.85,309.4,120.0
2022-01-04 11:00:00,Delhi_ITO,,140.75,49.36,18.23,1.53,18.0,10.6,67.3,3.22,245.6,120.0
2022-01-04 12:00:00,Delhi_ITO,87.24,155.97,48.28,19.41,1.88,21.61,9.1,64.3,4.41,313.8,120.0
2022-01-04 13:00:00,Delhi_ITO,90.11,157.83,35.86,18.86,1.81,17.37,11.4,59.0,2.39,282.5,153.6
2022-01-04 14:00:00,Delhi_ITO,56.95,106.15,40.19,17.49,1.21,18.93,15.0,55.1,2.62,240.4,308.9
2022-01-04 15:00:00,Delhi_ITO,60.79,118.79,34.51,23.3,1.25,18.19,14.7,47.4,2.2,284.1,464.2
2022-01-04 16:00:00,Delhi_ITO,24.19,33.11,20.0,18.68,0.85,36.6,19.2,42.1,2.48,290.8,608.9
2022-01-04 17:00:00,Delhi_ITO,39.3,73.48,19.13,15.45,0.97,33.32,17.3,40.5,2.07,313.7,733.2
2022-01-04 18:00:00,Delhi_ITO,35.33,52.63,15.32,10.43,0.89,46.12,17.8,34.2,2.8,194.5,828.5
2022-01-04 19:00:00,Delhi_ITO,30.17,51.8,24.36,13.03,0.9,45.17,17.6,41.7,1.75,305.5,888.5
2022-01-04 20:00:00,Delhi_ITO,41.75,76.21,26.67,18.14,0.96,34.26,18.4,36.3,1.75,269.5,908.9
2022-01-04 21:00:00,Delhi_ITO,37.94,50.22,25.67,16.03,0.88,47.61,17.8,41.5,2.73,322.4,888.5
2022-01-04 22:00:00,Delhi_ITO,31.8,40.48,26.48,7.94,0.65,35.92,18.6,35.5,3.86,289.9,828.5
2022-01-04 23:00:00,Delhi_ITO,57.24,98.6,30.85,15.24,0.83,37.15,18.2,44.8,2.53,276.7,733.2
2022-01-05 00:00:00,Delhi_ITO,52.36,88.15,32.61,18.74,1.01,38.45,14.5,42.7,2.76,282.9,607.4
2022-01-05 01:00:00,Delhi_ITO,75.59,135.64,43.42,17.01,1.71,37.83,12.5,44.0,3.11,303.3,462.7
2022-01-05 02:00:00,Delhi_ITO,102.95,129.91,49.61,18.47,1.93,28.26,10.4,56.6,2.08,326.3,307.4
2022-01-05 03:00:00,Delhi_ITO,147.8,264.69,73.39,23.95,2.67,18.17,12.6,58.9,1.81,254.4,152.1
2022-01-05 04:00:00,Delhi_ITO,,223.72,63.8,18.45,2.6,8.49,9.0,59.9,3.89,276.3,120.0
2022-01-05 05:00:00,Delhi_ITO,121.56,223.67,62.47,19.59,2.02,10.15,6.4,62.4,3.95,348.8,120.0
2022-01-05 06:00:00,Delhi_ITO,164.3,296.27,79.49,20.56,3.18,8.62,9.4,66.0,2.19,275.6,120.0
2022-01-05 07:00:00,Delhi_ITO,164.62,248.4,78.95,20.07,3.19,3.0,12.1,66.8,1.92,304.7,120.0
2022-01-05 08:00:00,Delhi_ITO,137.19,220.44,68.48,27.14,2.58,3.0,8.2,64.4,3.51,240.6,120.0
2022-01-05 09:00:00,Delhi_ITO,149.02,241.32,62.16,28.14,2.74,3.0,9.6,65.0,2.71,221.4,120.0
2022-01-05 10:00:00,Delhi_ITO,159.49,217.46,72.68,26.63,2.84,3.46,9.0,70.6,1.73,248.4,120.0
2022-01-05 11:00:00,Delhi_ITO,135.2,251.18,63.9,23.92,2.6,8.81,9.5,70.4,1.81,262.4,120.0
2022-01-05 12:00:00,Delhi_ITO,85.21,143.2,39.7,13.6,1.52,12.61,12.1,63.9,4.99,331.6,120.0
2022-01-05 13:00:00,Delhi_ITO,108.57,165.08,48.02,21.84,1.92,18.35,11.4,57.0,1.75,336.0,152.1
2022-01-05 14:00:00,Delhi_ITO,71.83,149.36,46.15,13.34,1.63,16.42,13.6,50.7,1.99,213.0,307.4
2022-01-05 15:00:00,Delhi_ITO,61.96,113.94,35.35,11.33,1.13,26.6,15.0,45.5,2.36,268.4,462.7
2022-01-05 16:00:00,Delhi_ITO,48.56,53.56,26.18,9.44,1.07,33.67,14.7,42.0,1.89,317.9,607.4
2022-01-05 17:00:00,Delhi_ITO,38.53,70.18,18.33,11.53,0.84,36.09,18.2,39.5,1.93,285.8,731.6
2022-01-05 18:00:00,Delhi_ITO,34.43,52.03,20.63,11.98,0.7,41.05,17.2,45.2,2.07,350.2,827.0
2022-01-05 19:00:00,Delhi_ITO,31.23,36.23,30.59,15.97,0.84,36.61,16.9,42.7,1.97,316.9,886.9
2022-01-05 20:00:00,Delhi_ITO,29.73,53.97,18.44,12.52,0.78,39.84,19.0,39.0,3.02,279.3,907.4
2022-01-05 21:00:00,Delhi_ITO,43.11,58.96,25.07,14.71,1.02,32.12,16.7,34.4,2.28,282.9,886.9
2022-01-05 22:00:00,Delhi_ITO,40.04,65.07,17.41,16.73,1.22,37.68,17.5,41.4,1.98,287.7,827.0
2022-01-05 23:00:00,Delhi_ITO,56.86,100.68,28.27,9.12,0.63,42.42,16.7,40.4,2.02,256.2,731.6
2022-01-06 00:00:00,Delhi_ITO,68.13,127.63,37.75,14.56,1.45,30.43,17.3,37.3,1.75,327.6,606.0
2022-01-06 01:00:00,Delhi_ITO,98.91,144.98,52.33,19.6,2.0,30.38,15.1,48.3,1.76,319.7,461.3
2022-01-06 02:00:00,Delhi_ITO,93.94,164.5,61.64,16.27,1.63,18.34,13.1,48.8,2.73,308.2,306.0
2022-01-06 03:00:00,Delhi_ITO,153.62,218.32,70.76,27.14,2.49,27.82,13.1,52.8,1.81,299.7,150.7
2022-01-06 04:00:00,Delhi_ITO,152.82,238.44,73.07,21.2,2.48,13.64,12.7,58.1,2.23,249.3,120.0
2022-01-06 05:00:00,Delhi_ITO,155.84,250.23,77.21,25.97,3.62,20.27,10.4,60.4,3.2,310.2,120.0
2022-01-06 06:00:00,Delhi_ITO,174.4,319.67,81.1,27.16,2.75,4.43,8.8,64.2,2.09,295.2,120.0
2022-01-06 07:00:00,Delhi_ITO,180.47,314.55,86.4,25.94,2.91,3.19,6.3,65.5,2.06,10.1,120.0
2022-01-06 08:00:00,Delhi_ITO,135.84,208.95,73.45,26.6,2.54,3.3,6.5,60.7,3.37,238.3,120.0
2022-01-06 09:00:00,Delhi_ITO,131.57,240.38,74.18,22.33,2.76,3.0,7.9,70.4,3.32,261.1,120.0
2022-01-06 10:00:00,Delhi_ITO,110.78,195.38,45.03,21.92,2.29,10.92,7.9,61.3,3.42,226.5,120.0
2022-01-06 11:00:00,Delhi_ITO,142.47,258.76,60.2,25.69,2.55,12.83,9.3,59.1,2.4,281.3,120.0
2022-01-06 12:00:00,Delhi_ITO,96.97,167.91,47.22,20.0,2.01,21.1,10.7,57.8,4.15,220.4,120.0
2022-01-06 13:00:00,Delhi_ITO,101.36,162.36,50.38,20.04,2.04,16.59,12.6,54.9,3.09,337.4,150.7
2022-01-06 14:00:00,Delhi_ITO,64.5,115.77,31.85,16.76,1.27,24.46,13.0,55.7,2.15,333.7,306.0
2022-01-06 15:00:00,Delhi_ITO,51.48,85.07,27.04,17.82,0.8,29.3,15.2,48.2,2.51,283.6,461.3
2022-01-06 16:00:00,Delhi_ITO,52.25,75.72,30.07,17.83,1.39,38.86,15.7,45.5,1.82,249.5,606.0
2022-01-06 17:00:00,Delhi_ITO,36.99,76.35,12.88,13.27,0.91,32.3,13.7,41.5,2.36,229.0,730.2
2022-01-06 18:00:00,Delhi_ITO,31.79,71.08,14.48,17.85,0.74,36.32,16.1,39.0,1.96,261.8,825.6
2022-01-06 19:00:00,Delhi_ITO,30.2,52.1,24.37,18.63,0.71,49.59,17.8,37.7,1.98,315.0,885.5
2022-01-06 20:00:00,Delhi_ITO,34.41,54.16,18.3,13.1,1.03,44.33,16.3,30.5,1.83,258.5,906.0
2022-01-06 21:00:00,Delhi_ITO,60.39,88.89,40.28,18.67,1.41,34.71,18.9,36.1,2.07,6.3,885.5
2022-01-06 22:00:00,Delhi_ITO,38.43,76.99,26.66,20.94,0.43,39.54,19.8,41.8,2.24,349.6,825.6
2022-01-06 23:00:00,Delhi_ITO,33.52,53.2,33.45,13.88,0.44,37.74,18.5,52.5,2.45,290.0,730.2
2022-01-07 00:00:00,Delhi_ITO,65.6,101.62,44.54,17.24,1.54,32.43,15.3,39.8,2.01,271.5,604.7
2022-01-07 01:00:00,Delhi_ITO,68.74,132.26,39.01,11.96,1.59,28.0,16.6,48.3,2.97,267.2,460.0
2022-01-07 02:00:00,Delhi_ITO,95.91,134.07,44.07,21.33,1.65,26.17,13.3,49.2,2.3,353.9,304.7
2022-01-07 03:00:00,Delhi_ITO,129.19,180.63,66.72,18.18,2.36,12.46,11.3,60.9,2.53,263.7,149.4
2022-01-07 04:00:00,Delhi_ITO,164.89,246.35,76.54,24.58,3.16,14.15,9.7,54.3,1.97,327.4,120.0
2022-01-07 05:00:00,Delhi_ITO,136.12,229.71,67.63,22.29,2.53,8.02,9.1,63.4,3.06,290.9,120.0
2022-01-07 06:00:00,Delhi_ITO,174.01,248.62,80.34,23.26,3.4,3.0,8.2,59.6,2.5,318.5,120.0
2022-01-07 07:00:00,Delhi_ITO,144.6,194.61,65.01,28.48,2.18,3.0,8.5,64.4,3.3,257.2,120.0
2022-01-07 08:00:00,Delhi_ITO,,331.64,82.91,24.59,3.19,3.77,8.4,65.8,1.85,276.7,120.0
2022-01-07 09:00:00,Delhi_ITO,164.44,244.69,73.19,27.87,3.05,3.0,8.3,68.6,2.1,289.0,120.0
2022-01-07 10:00:00,Delhi_ITO,175.43,318.69,75.17,22.37,3.19,3.67,9.4,60.6,1.81,264.7,120.0
2022-01-07 11:00:00,Delhi_ITO,135.53,243.4,62.77,21.04,2.58,8.32,11.4,63.5,1.91,340.0,120.0
2022-01-07 12:00:00,Delhi_ITO,123.6,161.97,63.66,18.75,2.42,12.63,12.0,58.4,2.12,259.4,120.0
2022-01-07 13:00:00,Delhi_ITO,89.02,128.06,44.03,13.29,1.8,24.75,9.6,55.6,3.51,266.9,149.4
2022-01-07 14:00:00,Delhi_ITO,70.44,95.2,31.54,15.88,1.4,29.97,9.3,53.8,2.37,344.3,304.7
2022-01-07 15:00:00,Delhi_ITO,59.45,121.4,32.14,20.31,0.99,21.84,15.8,43.1,2.04,336.6,460.0
2022-01-07 16:00:00,Delhi_ITO,44.22,90.95,31.65,16.89,0.61,36.15,13.6,45.8,2.81,353.5,604.7
2022-01-07 17:00:00,Delhi_ITO,36.02,52.85,25.87,15.67,1.0,40.26,16.3,38.6,1.73,213.7,729.0
2022-01-07 18:00:00,Delhi_ITO,43.19,82.54,15.11,18.58,0.86,40.06,15.7,41.2,2.08,298.0,824.3
2022-01-07 19:00:00,Delhi_ITO,30.17,39.63,20.76,19.64,0.53,37.22,15.2,37.4,2.45,293.6,884.3
2022-01-07 20:00:00,Delhi_ITO,35.22,56.26,28.31,11.1,0.57,44.5,18.9,35.3,2.41,267.5,904.7
2022-01-07 21:00:00,Delhi_ITO,41.17,74.82,25.79,9.15,0.88,39.4,19.1,34.6,2.46,303.0,884.3
2022-01-07 22:00:00,Delhi_ITO,41.0,71.01,18.49,13.48,0.94,30.13,16.6,40.4,1.9,277.1,824.3
2022-01-07 23:00:00,Delhi_ITO,57.04,96.11,25.38,23.06,1.24,54.12,12.8,44.1,2.04,296.5,729.0
2022-01-08 00:00:00,Delhi_ITO,54.25,107.42,29.47,16.27,1.02,31.87,14.8,41.4,3.86,66.1,603.6
2022-01-08 01:00:00,Delhi_ITO,41.53,89.31,24.12,16.21,1.04,19.68,15.0,43.2,4.63,302.7,458.9
2022-01-08 02:00:00,Delhi_ITO,115.42,183.91,52.36,20.36,2.04,18.17,10.9,52.5,2.01,304.4,303.6
2022-01-08 03:00:00,Delhi_ITO,127.9,221.63,56.94,23.68,2.48,19.15,12.1,50.0,2.54,322.8,148.3
2022-01-08 04:00:00,Delhi_ITO,170.76,269.09,78.86,26.14,3.22,8.41,10.6,54.0,1.93,297.2,120.0
2022-01-08 05:00:00,Delhi_ITO,181.43,304.99,81.68,26.68,3.67,11.39,10.4,57.9,2.08,246.1,120.0
2022-01-08 06:00:00,Delhi_ITO,155.27,296.17,74.62,24.29,2.62,14.85,8.9,62.2,2.97,224.1,120.0
2022-01-08 07:00:00,Delhi_ITO,172.43,292.01,84.04,26.24,3.16,9.1,6.8,60.9,2.27,288.8,120.0
2022-01-08 08:00:00,Delhi_ITO,148.78,236.84,65.95,20.8,2.42,7.21,9.9,59.6,3.23,279.2,120.0
2022-01-08 09:00:00,Delhi_ITO,142.57,270.34,77.3,22.21,2.3,3.0,8.0,61.5,2.5,211.5,120.0
2022-01-08 10:00:00,Delhi_ITO,128.73,200.2,67.54,21.68,2.35,9.4,8.7,65.4,2.5,355.2,120.0
2022-01-08 11:00:00,Delhi_ITO,146.82,238.12,58.59,22.69,2.47,12.66,8.2,57.2,1.74,294.3,120.0
2022-01-08 12:00:00,Delhi_ITO,114.91,198.62,56.89,27.99,2.04,12.81,9.9,56.9,2.82,347.6,120.0
2022-01-08 13:00:00,Delhi_ITO,82.34,105.62,39.51,19.38,1.36,10.66,10.5,60.2,4.76,200.7,148.3
2022-01-08 14:00:00,Delhi_ITO,72.97,107.05,38.37,18.51,1.26,17.16,12.8,50.3,2.22,348.3,303.6
2022-01-08 15:00:00,Delhi_ITO,50.5,97.32,30.32,13.85,1.38,30.44,16.9,47.6,1.85,270.6,458.9
2022-01-08 16:00:00,Delhi_ITO,36.43,63.42,19.83,12.54,0.76,30.14,13.5,40.1,4.73,340.4,603.6
2022-01-08 17:00:00,Delhi_ITO,20.33,36.93,14.85,12.97,0.61,35.97,14.2,46.3,1.98,298.6,727.9
2022-01-08 18:00:00,Delhi_ITO,43.53,63.12,21.0,12.53,0.92,39.7,19.6,35.8,2.13,308.1,823.2
2022-01-08 19:00:00,Delhi_ITO,28.69,40.54,20.49,10.49,0.47,41.73,17.6,35.3,1.78,308.2,883.2
2022-01-08 20:00:00,Delhi_ITO,30.21,64.84,19.42,10.87,0.89,47.07,17.1,39.4,1.8,273.0,903.6
2022-01-08 21:00:00,Delhi_ITO,60.52,101.77,33.52,22.03,1.47,42.7,19.5,35.4,1.91,264.1,883.2
2022-01-08 22:00:00,Delhi_ITO,43.16,71.34,25.58,11.12,1.15,39.51,16.5,37.6,2.35,275.6,823.2
2022-01-08 23:00:00,Delhi_ITO,48.34,73.32,21.83,18.08,0.93,34.27,19.4,39.0,2.36,231.1,727.9
2022-01-09 00:00:00,Delhi_ITO,50.89,76.05,32.07,17.4,1.23,28.49,16.6,41.7,2.45,270.8,602.7
2022-01-09 01:00:00,Delhi_ITO,78.74,148.41,46.99,21.14,1.51,27.47,13.6,47.3,2.41,262.1,458.0
2022-01-09 02:00:00,Delhi_ITO,106.08,158.66,59.99,26.53,1.95,17.8,16.3,51.7,2.25,230.2,302.7
2022-01-09 03:00:00,Delhi_ITO,123.71,199.37,53.61,24.11,2.33,18.64,10.9,52.0,3.0,308.3,147.4
2022-01-09 04:00:00,Delhi_ITO,113.11,210.68,59.75,21.14,2.47,7.93,11.7,55.2,3.88,290.3,120.0
2022-01-09 05:00:00,Delhi_ITO,185.96,255.71,91.46,24.2,3.6,9.12,10.0,58.8,1.96,299.8,120.0
2022-01-09 06:00:00,Delhi_ITO,177.02,307.32,80.19,26.71,3.23,3.0,10.7,58.8,1.82,317.9,120.0
2022-01-09 07:00:00,Delhi_ITO,164.92,303.86,84.72,28.19,2.96,3.0,10.6,59.8,2.15,280.5,120.0
2022-01-09 08:00:00,Delhi_ITO,175.35,246.59,70.75,28.7,3.61,3.0,8.1,65.9,1.73,252.5,120.0
2022-01-09 09:00:00,Delhi_ITO,123.96,202.77,57.85,16.86,2.18,3.0,7.1,67.3,3.43,302.2,120.0
2022-01-09 10:00:00,Delhi_ITO,160.88,239.31,68.14,28.43,3.16,5.02,9.4,65.6,1.93,173.1,120.0
2022-01-09 11:00:00,Delhi_ITO,134.94,202.32,64.05,22.55,2.69,12.75,8.5,53.5,2.35,285.7,120.0
2022-01-09 12:00:00,Delhi_ITO,132.28,240.46,59.39,27.3,2.3,22.34,13.6,56.8,1.81,320.6,120.0
2022-01-09 13:00:00,Delhi_ITO,115.52,210.77,59.64,23.93,2.18,17.32,12.0,50.6,2.35,331.9,147.4
2022-01-09 14:00:00,Delhi_ITO,68.13,124.11,40.56,23.62,1.41,23.28,12.5,50.5,1.74,268.8,302.7
2022-01-09 15:00:00,Delhi_ITO,55.52,95.94,27.81,15.81,0.93,26.15,14.6,44.9,2.88,200.3,458.0
2022-01-09 16:00:00,Delhi_ITO,13.26,18.26,17.94,15.93,0.47,36.87,13.5,44.3,4.2,184.7,602.7
2022-01-09 17:00:00,Delhi_ITO,42.21,66.92,19.54,15.52,0.97,40.66,15.1,39.4,2.0,315.5,726.9
